address,address_detail,area,money,title
长风商务区,太化蓝月湾,1室                    40㎡,1000元/月,整租 | 急租可月付万象城南屯苑格林花园吴家堡紫竹园华润大厦蓝
西宫,兴汾苑小区,3室                    103㎡,1250元/月,整租 | 兴汾苑  东社  兴华西街 六十一中 精装修两居室
巨轮,胜利西街工具厂宿舍,3室                    123.0㎡,1500元/月,整租 | 北大街 有空调 急租 万达广场 大北门地铁站
新建南路,晋剧院生活小区,2室                    47.00㎡,1100元/月,整租 | 晋剧院生活小区 2室1厅1卫 47平
文庙,上马街小区,2室                    57.99㎡,1200元/月,整租 | 低楼层 空家 紧邻五一广场 钟楼街 铜锣湾夜市 府东
体育路,省工业设备安装公司第一分...,2室                    60.00㎡,1400元/月,整租 | 月付 四十八中 第四实验小学 随时看房 拎包入住 费
千峰南路,来福花园,1室                    70.02㎡,1400元/月,整租 | 南内环千峰南路 和平公园旁来福花园 整租一居 家具家
西矿街,广兴巅峰国际,1室                    55㎡,1250元/月,整租 | 急租可月付国际公园时代城金昌盛西中环居然之家奥林匹克
富士康,丁香园,2室                    71.3㎡,1200元/月,整租 | 实拍可月付可短租电子街恒大绿洲百亩会万马仕美都汇富士
千峰南路,来福花园,2室                    92.41㎡,1900元/月,整租 | 南内环千峰南路 来福花园精装2居 出租 家具家电齐全
许坦东街,富力金禧城,2室                    90.75㎡,2100元/月,整租 | 东中环长风东街电梯精装两居室钥匙在手随时可看拎包住宽
二营盘,广建家园小区,2室                    77.41㎡,2300元/月,整租 | 随时看房广建家园两室一厅中正锦城水溪庭院鼎太风华全屋
长风西大街,和风雅居,1室                    50㎡,1300元/月,整租 | 急租可月付和平公园地矿小区沙沟小区现代双语小学漫香堤
和平北路,后北屯中奥小区,2室                    75.0㎡,1250元/月,整租 | 漪汾街 吾悦广场 玉门河公园 下元
晋阳湖,太原绿地城,3室                    114.08㎡,1999元/月,整租 | 实拍可月付绿地精装房华润大厦万象城晋阳湖实验小学双语
杨家峪,五龙湾府东天地,3室                    123.99㎡,1800元/月,整租 | 经园路 府东街 府东天地 三居 拎包住 配套全 电梯
经济技术开发区,恒大金碧天下,2室                    93㎡,1500元/月,整租 | 恒大金碧天下二期两室一厅带空调出租精装修拎包入住
